X105_4M	X10_4M	X128_4M	X12_4M	X130_4M	X133_4M	X137_4M	X150_4M	X157_4M	X172_4M	X180_4M	X181_4M	X184_4M	X201_4M	X229_4M	X238_4M	X240_4M	X256_4M	X258_4M	X263_4M	X265_4M	X268_4M	X26_4M	X272_4M	X274_4M	X275_4M	X276_4M	X281_4M	X282_4M	X332_4M	X335_4M	X338_4M	X341_4M	X343_4M	X350_4M	X367_4M	X377_4M	X383_4M	X385_4M	X397_4M	X39_4M	X42_4M	X45_4M	X51_4M	X521_4M	X526_4M	X527_4M	X536_4M	X544_4M	X549_4M	X560_4M	X565_4M	X567_4M	X572_4M	X582_4M	X585_4M	X587_4M	X589_4M	X590_4M	X591_4M	X599_4M	X608_4M	X615_4M	X624_4M	X633_4M	X637_4M	X78_4M	X87_4M
MN00211	0	0	0	0	0	0.00716860876183905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00212	0	0	0	0	0	0	0	0	0	0	0	0	5.90225790078622e-05	0	0	0	0	0	0	0.0172477976457741	0	0	0	0	0	0	0	1.42536538418983e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000356646191264244	0	0	0	0	0	0	0	0	0
MN00213	0	0	0	0	0	0	3.02597854647901e-05	0	0	1.47660820398385e-05	0	8.82135293035036e-05	0.000510814477266735	0	0	0	0	0	0	0	0	0	2.58579551026161e-05	0	4.82460643417779e-05	0	0.000110751094607209	1.15122196333217e-05	0	0	0	0.000270606769430322	0	0	0	0	0	0	0	0	0	0	0	0	2.19754664844988e-05	0	0	0	0	0	0	0	0	8.93788953320165e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.96724530803266e-05	7.49705848384897e-06
MN00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000558902261347703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68274939480316e-05	0	0	0	0	0	0	0	0	0	0	0
MN00217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145450220340995	0	0	1.55697411923642e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980887362219145	0	0	0	0	0	0	0	0	0	5.82640367320964e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00222	0	0	0	0	0.0028383537241421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000725958641690659	0	0	0.14495117036776	0.0129890354408371	0	0	0.0201181553808395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882703218368498	0	0	0	0	0	0.00579357379613	0.00261271381664509	0	0	0	0	0	0.000107579906937204	0	0	0
MN00223	0	0.000146667790181424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53579018020721e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30506786635989e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80748953771603e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219655322465938	0	0	0	0	0	0	0	0
MN00225	0	4.97965066034931e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01329600170239e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00226	0	0	0	0	3.74384597749797e-05	0	0	0.000463241964311376	0	0	0.0147699484719352	4.74063544269727e-05	0.000252420931635028	0	0	0	0	0	0	0	0	0	0.00257555807807032	0	0	0	0	0	0	0	0	0	3.55394522622008e-05	0	0	0	0	0.00021903071315003	0	0	0	0	0	0.000348892696101259	0	0	0	0	0.0023381579971477	0.000144122717316759	0	0	0	0.000109804961524097	0	0	0	0	0.00139884086741313	0.000242548783298276	0	0	0	0	0	0	0	0
MN00227	0	0	0	0	0	0	0	0	0	0	0	0	0.000929264901861665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000956815654970456	0	0	0	0	0	0	0	0	0
MN00228	0	6.89441376456118e-05	5.66013458386957e-05	0	0	0.000407489125610849	0.000267154337840083	0	0	0	0	2.57603166765351e-05	0	0	0.00012524710947885	0	0	1.78037576579102e-05	0	4.33114679053881e-05	0	0	0	0	0.000703417421012557	0	0	6.18160348224e-05	0	0.000328363977819806	0	0	0.00933915336035332	0	0	0	0	0	0	8.50600724423983e-06	0.0109720842562308	0	0	0	0	0	0	0	0	0	0	0.000318163908408341	3.72195301650847e-05	9.36411120276354e-05	0	2.81554150005577e-05	0	0	0.000578245378866443	3.41655077352225e-05	0.000114645721586538	0	0	0	0	0.000890354947411402	0.0162471777406176	4.43366919515587e-05
MN00229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000492298324785515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000714037125757402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138703736188094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134752550628524	0	0	0	0	0	0	0	0	0	0	0.000122670130978741	0	0	0
MN00232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000258510955482776	0	0	0	0	0	0	0	0.000142976290546755	0	0.000121820730945127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00418640728070554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243690813284153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37208534246388e-05	0	0	0	0	0	0	0	0	0	0	8.01108150961071e-05	0	0	0.000535463382674437	0	0	0	0	0	0	0	0
MN00234	0	0.000341089219120042	0.00304438546156465	0.000189660658148823	0	0	3.37913947926743e-05	0	1.64101724695092e-05	0	0	0.000587256262180004	6.6557247296766e-05	2.36697364915895e-05	0.0047766224206264	0.000515273596981784	3.84129948078278e-05	3.03365116729952e-05	0	0.000122407016896826	2.17166080211581e-05	0	0.000136841395212018	9.27499806942059e-05	0.00123287824734	2.88525210024877e-05	9.00555937927693e-05	0.000118263705305505	2.27743050995312e-05	0	0	0	1.85935483548651e-05	0.00017557302099002	0.000109282283298472	0.0110703968790616	0.000102771723116339	0	0	0.000224001380654612	0	8.22085715662156e-05	1.9112650232889e-05	1.42292121839682e-05	0	0.00264959737772676	0	6.22035920334832e-05	0	0	4.36471375432124e-05	4.21195337081329e-05	0.000320901324780362	3.41711153692829e-05	3.81028804102565e-05	3.67171299643106e-05	0	0.000847170852877548	0.000613171904254965	3.07219073121666e-05	0.000535709677994318	0.000454296757415	2.42655921449073e-05	0	0	1.59939946098546e-05	0	1.32781703260818e-05
MN00235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00238	0	0	0.000188206985182833	0	3.57811608645586e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106855261604708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120339943747084	0	0	0	0	0	0	0	0	0	0	0	0.000466188658107736	0	0	0	0	0	0	6.18690121157765e-05	2.42532794609842e-05
MN00239	0.000610159398834345	0	6.8424079506471e-05	2.60264690186577e-05	3.44326287690382e-05	0	0	4.63937015103265e-05	1.11242794463472e-05	0	0	3.43798468334968e-05	0	7.20947782935485e-05	0.000302821041428754	0.000183820316804828	0	0.000200999398572061	1.61736586431307e-05	0	0.000130295123103415	2.29465811929944e-05	0	0	0	8.3689975354513e-05	0	0	0.000147582405565342	0	7.6815789511721e-05	0.000158674503782712	0	2.17300046272636e-05	0	0	0	0	0.000630193965852843	0.000114859920815572	0	0	0	0	0	0	1.96686987272612e-05	6.67506746496394e-05	1.80952083927493e-05	0	0	0	0.000191547130350339	0	2.3225160743147e-05	0	2.0083781429179e-05	0	2.86993715719183e-05	0	0	0	0	0	0.000111100006537449	0	0	0
MN00240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004092530747888	0	0	0	0	0	0	0	0	0	0	0
MN00241	0	0	0	9.14472420824097e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000705971138322506	0	0	0	0	0	0	0	0	0.000247024636008795	0	0	0	0	0	0	0	0	0
MN00242	0.00130284004554254	0	0.0177339842693986	0	0.00123299670936984	0.0100126406959991	0.00541519631299959	0	0	0.000761035915698949	0.000130098600527321	1.41331062395672e-05	0.0163319513811771	0.0017795592766297	7.28299076324164e-05	0.0257927639045904	0	4.05164781602084e-05	0	0	0.062800703306614	0.00720697359715148	0	0	0.000265460546104586	0.0334589463722028	0	0.0139123977450656	0.0887537195259792	0.000337751301633985	0	0.0093700367870199	1.57394035104101e-05	0.00016627050016215	0	0	0	0	0.0117564088680654	4.28060139986473e-05	0	0	0	0.00453758930218042	0	0	0	0.00370612712103611	0.00121473276167054	4.42805551502341e-05	0	0	0.102213797957731	0.000781325272918366	0	0.00234445676841527	0.000292395549789442	0	0.0106197195370684	3.28982804973111e-05	0	0	6.65100443249619e-05	0	0.0147670834813252	0	0	0.000235500044521725
MN00243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07357825543809e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000164807303069261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.179777964482e-05	0	0	0	0	0	4.09706960087872e-05	0	0	0	0	0
MN00244	0	0	0	0	0	0	0	0	0	0	0.000333878332399145	0	0.00763789644314049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00245	0	0	0	0	0	0.000316623102812814	0.00469768037956125	0	0	0.00487138709031414	0	0.00170080406872697	0	0	0.0203237225287695	0	0	0	0	0.00194016029256643	0	0	0	0	5.06068622970376e-05	0	0	0	0	0.0154582684344375	0	0	0.000600671446914927	0	0	0.0825043287543031	0	0	0	0	0.00902299896102459	0	0.000774951873767912	0	0	0	0	0	0.0121647516522187	0	0	3.04064499472997e-05	4.37091468692727e-05	0.00359583247486349	0	0	0	0	5.34352713104153e-05	0	0.000472994495822966	0.0293280233452356	0.0105058953021983	0	0	0.00301672595809621	0.000499802970370303	0.000430510807104014
MN00246	0	0	0	0	0	0	0	0	0	0	0	0.0152497858475978	0.000449507754059613	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335860070150373	0	0	0.0148654624964256	0	0	0	0	0	0	0	0.0219910819567847	0	0	0	0.000166227821511414	0	0	0	0	0	3.38458808827522e-05	0	0	0	0	0	0	0	0	0	0	0	0.000273874795996439	0	0	0.0667225475176159	0	0	0	0	0
MN00247	0	0	0	0	0	0	0	0	0	0	0	0	0.000797956911382492	0	0	0	0	0	0	0.00563324858931708	2.15671730924759e-05	0	0	0	0	0	1.66111999887738e-05	0	0	0	0	5.75546719144495e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00248	0	0	0	0	0	0	0	0	0	0	0	0	0.000110974725153552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246297500973693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00781434402685417	0	0	0	0	0
MN00249	0	0.118176831973821	3.88529829288564e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79088238018287e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.47349918972192e-05	0	0	0	0	0	0.0620258940490602	0	0	0	0	0	0
MN00250	0	0	0	0	0	0	0	0.00426270748622264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89308044578467e-05	0	0	0	0	0	0
MN00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79092331814729e-05	1.78801424118142e-05	0.000248142956732835	0	0	0	0	0	0	0	0	0	0	0
MN00252	0	0	0	0.00393317413589733	0	0	0	0	0	0	0	0	0	0	0	0.00184500604487941	0	0	0	0	0	0	0	0	0	0	0.000347757591926118	0.00031726121672206	0	0.000109929418290714	0	0	0	0	0	0	0	0	0	0	0	0.00015444368194184	0	0	0	0	0	0.000272544606636352	0	0	0	0	0.00218674797408135	0.000120160509346755	0.00106406613111486	0	0	0	0	0.00366923043995497	0	0	0	0	0.000104254531962955	0	0	0
MN00253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82583189466363e-05	6.38696764216929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00254	0.0104813192331516	0	0	0	0	0.00150253517297262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0581281566850038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126837718775123	0
MN00255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35992447018949e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00270004188645411	0	0	0	0	0	0	0	0	0
MN00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100892692471727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165803797195697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00260	0	0	0.000126552177843417	0	0	0	0.0868093554803305	0	0	0	0	0	0.000111235014230468	0	0	0	0	0	0	0	0	0	2.60228088093391e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212989208864109	0	0	0	0	0	0	0	0	0	9.99503304692234e-05	0	0	0	0	0.0972708235867165	0	0	0.0188656417759909	0	0	0	0	0	0
MN00261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089834669615846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21780565114166e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00263	0	0	0	0	0	0	0	0	0	0	0.00199637617180468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143017645548177	0	0	0	0	0	0	0	0	0	0	0	0	7.68093833961054e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000580123525812253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347914307893762	0	0
MN00265	0	0	5.38216390536394e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159607385511512	0.0186762767625597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00266	0	0	0	0	0.00122622935895305	0.000348678718720657	0.000130338300170354	0	0	0	0.000447007117465781	0.000352628696214778	0	0	0	0	0	0	0	0	0	0	0.000828474407682174	0	0	0	0.000108543153226579	0.000113013726309886	0	0.000130357566919102	0	0	0	0	0.000216726934097018	0	0.000421426055191784	0.00765209202060939	0	0	0	0.00011755281114678	0	0.000164798964465348	0	0	0	0.000458574176230798	0	0.00410025727821826	0	0	0	0.000408778831667312	0	0	0.0206724391021121	0	0	0.000215281083567799	0	0	0.086901954229821	0	0	0	0.000523706074804431	0
MN00267	0	0	0	0	0	0.000383463419250358	0	0	0.000476692949431023	0	0	0	0	0	0	0	0	0	0	0	0	0.000598134905645695	0	0	0.0231931938730834	0	0.000137637538161048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018897031804847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219251552997602	0	0	0	0	0.000379863639768909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133822045002163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00269	0	2.84078642398042e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478593539368627	0	0	0	0	3.07604518460338e-05	0	0	0	0	0	0	0	0	0	0	0	1.06391274686365e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00270	0	0	2.14686619026395e-05	0	0	1.87850927976529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00271	0	0.000221457022872805	0.000347176622493656	0.00093595025910533	0	0	0	0	0	9.17542683928812e-05	0.0005110732107723	0.000111007947649572	0	6.46442676505798e-05	0.00125447192409145	0	0.0450437501350549	0.000434067297180919	0.000860350806921461	0.000527154759083267	0.00127570903770502	0.000214918535429333	0	0	0.00083778213783341	0	0	6.73278101895583e-05	0	0	0	0	0	0	0	0	0.00125572169390131	0.000310877628602822	0	0.00131957966144838	0.00787620754271594	0	0.00022295767106979	0	0	0	0.00107237861011476	0.00157431402705253	0	0	0	0	0	0.00137416114336141	0	0	0	0	0	0	0	0	0	0.00167054454208014	0	0.000845230032249459	0.000799783683206535	0
MN00272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100213918199403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160110646358987	0	0	0	0	0	0
MN00273	0	0	0	0	0	0	0	0	0	0	0	0	0.000612027685671751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00274	0	0	0	0	0	0	0	0	0	0	0	0	5.46699013274634e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00277	0.000401463075012262	0	0.000153405706425376	0	0.000371469368870377	0.000106322571643629	0	0	0	0	0.000391054865543876	0	0.000679384988354076	0.000587727215118482	5.91841715248627e-05	0.000767556317829462	0	0	0	0.000389424601618801	0	0.000319543944900485	0	0	0.000405393967235688	0.000504978080397828	0	0.000283949778662711	0	0.00174395257417349	0	0.000141670319658923	0	1.61578980859674e-05	0	0	0	0	0.000223500170644892	2.19472515523089e-05	0.000224248026724718	0	0	4.46994909572413e-05	0.000574105667100237	0.000722764407641903	0	0.000249233963854458	0.000286492495843591	0	0	0.000310546737988561	0.000166132607148644	0.000701170809279413	0.000222983527113998	6.91070209701356e-05	2.19057541722455e-05	0	0.00244189988824948	0	0	0	0	0	0.00026507134602557	3.81709505428189e-05	0	0.00102466213489152
MN00278	0	0	0	0	0	0	0	0.000522577734676334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168776798966409	0	0	0	0	0	0	0	0
MN00280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00281	0	0	0	0	0	0	0	0	0	0	0.000286587870215889	0	0	0	2.03989731354073e-05	0	0	0	0	2.19254890736568e-05	2.6683000892811e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6510932375531e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.01934012841616e-05	0	0	0	0	0	0	0	0	0	0
MN00282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75180857329024e-05	0	0	0	0	0	0	0	0	0	5.06496887801912e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5929677041953e-05	0	0	0	0	0	0	4.47647486628204e-05	0	0	0	0	0	0	0	0	0	0	0
